	neutrophils	lymphocytes	monocytes	eosinophils	basophils
ADORA2B	-0.6164614957230158	-0.37288129431678124	0.07199122155733786	0.09242171297680367	-0.0034959868780194024
ADORA3	-0.3656033939917101	-0.07270174158316843	0.002316500817681041	0.19690658526797158	0.002145416609429821
ADPGK	-0.537356458916139	-0.4373004808681075	0.010029393837797565	-0.00023586473842881692	-0.007021034077669068
ADPRH	-0.7343659528404982	-0.3979349360370388	0.0909603547423855	0.1407789994864302	-0.004559101942931129
ADPRHL1	-0.011306959429114614	0.005773667828716838	-0.0714631589991228	-0.04728598906018785	0.0134534020730797
ADPRHL2	-0.6185244850868274	-0.5894804438373785	-0.025174700872088684	0.011099361039915066	-0.009950150156575336
ADRA2A	-1.2192869465079519	-0.44102362133244755	-0.07190594870854589	-0.05877850704056687	-0.0021492813900456024
ADRB1	-0.2955986361001305	-0.058049795266688145	0.01787958498196598	-0.0036994070453467347	-0.0048691857638016285
ADRB2	-0.7503478296284546	0.027347619622488543	-0.003602384924639011	0.03480093891484402	-0.0014025051458161346
ADRBK1	0.08569960405570229	-0.5831564436063316	-0.03237999549198028	0.008698246550519248	-0.009125972429012185
ADRBK2	-0.8956891800110193	-0.16587477878550946	0.082517324750714	0.11336332032662466	-0.0023333600974857526
ADRM1	-0.8762899737507062	-0.31349398680382634	-0.05644380895683877	-0.007649827204326003	-0.010470181235296309
ADSL	-1.9686521315649606	0.23900187281377916	-0.07727684099126376	0.007879612429152853	-0.004886181709098767
ADSS	-0.9371637779925134	-0.19815539281765107	-0.035617725933047455	0.021959325747139526	-0.003097750441723734
ADSSL1	-1.7907970625097631	-0.2295423600593971	-0.044451081968005374	0.060093447569780474	-0.0076001489702001036
AEBP1	-1.23588834924064	0.20028220796035232	-0.07641507771692203	0.011177172572984062	0.0018124000353918956
AEBP2	-0.8698810849331089	0.2379793737253839	-0.03416896215027016	0.01678941485892007	0.0029108405988181106
AEN	-2.639250269007094	0.3336409482917578	-0.14614980158139174	-0.06543050943669278	-0.009276279929165646
AES	-1.9067128686725696	0.24249627402602122	-0.1070287099057823	0.03633607630928312	-0.0010629719724453367
AFAP1	-0.6330848636797813	-0.06927202426889323	-0.03953235713620143	-0.002105714060398849	-0.0011097482847945179
AFAP1L2	-1.5653845328603135	-0.12114661827267217	-0.10703518903178565	-0.03758454755194817	-0.00589256866246032
AFF1	0.5116657142032452	-0.08355265969011282	0.02393120844907132	0.03269735087629398	-0.002356576071697962
AFF2	1.3812729436707907	-0.36756951863410614	0.008652524049891242	-0.004885569617127097	-0.0033619271580059952
AFF3	-0.6941912009064257	0.24031665260298568	-0.032779298499377246	0.026059831495827357	0.003995030355230245
AFF4	-0.49557154201988324	0.009178211182234077	-0.01915204067462491	0.03282980386886725	0.0008890951124177432
AFG3L2	-2.6654684705709415	0.1682699790759591	-0.07881982670635528	0.02719895274280088	-0.0033322676016656985
AFTPH	0.28303283453287525	-0.34290477612956205	0.006240768657299796	0.0582387049039459	-0.004524788719908349
AGA	-1.4142941011598302	0.027441184335861128	-0.04324110867123795	0.03788327612056232	-0.005644511577512657
AGAP1	-0.615689930963703	0.1809385490892112	-0.03240184852248313	-0.014860225827880012	0.0014857157195703457
AGAP2	-0.3033488288069139	0.051750030369193414	-0.08675243934511716	-0.020573796843582244	-0.0018315928920482518
AGAP3	-1.0572431318058506	-0.21873961587558316	0.049977412464990524	0.012421522826214053	-0.005002366706277789
AGBL2	-2.3231495493797207	0.6433163048065116	-0.12041397778169996	0.07843150757536031	0.002933972354821821
AGBL3	-2.593568976412562	0.7857439993075535	-0.10480564960364883	0.05453172319119961	0.010535252069381138
AGBL5	-2.1640429387954447	-0.043263007276903825	-0.11711527345705684	0.07316160817804994	-0.0026264529662539
AGER	0.09782353221759323	-0.048248309025916696	-0.0056251248593055005	0.010671819789675406	0.0005115885571791559
AGFG1	0.06878017360729663	-0.14011692314441584	0.025907743926675116	0.02931754379033235	-0.002667302471268718
AGFG2	-1.2299598620526093	0.16141263422060348	-0.07160965653557674	0.02245291237884232	0.001045261068775932
AGGF1	-1.292066807817769	-0.095069905327969	-0.036069456697322366	0.11419218690343386	-0.0031180738168684365
