	neutrophils	lymphocytes	monocytes	eosinophils	basophils
ACTR8	0.3373417787004437	0.0013100820912763413	-0.013556168644172306	-0.15460197250415786	-0.00830130884102606
ACTRT3	0.1495772880437635	-0.025140352583345668	0.034154548956524144	0.007698822925474417	-0.002151575864234768
ACVR1	-0.3303377715195335	0.04282666305611928	0.010675938115113548	0.11022262002605245	0.0010573054168451577
ACVR1B	-0.4104025130111013	0.017596964312043776	-0.007713244574332527	-0.053513929875499036	-0.0001248353966601218
ACVR1C	1.4289858288550326	0.34541499901161293	0.03262459576109729	-0.03788157948206761	0.004719246579429834
ACVR2A	0.2792108856774773	-0.036280050341264254	-0.010441850362156441	-0.09456068790692149	-0.0043287577251671224
ACVR2B	0.4127426558928211	0.04401861503295244	0.0003062522917319211	-0.04134356719586505	0.0011947078164835448
ACVR2B-AS1	0.30865458738468854	0.12567438037158288	-0.02805389911444435	-0.015400533344370144	0.0031306639190793136
ACVRL1	0.24310204383226455	0.055644703589896524	0.006083297516419262	-0.07643596599192337	0.0005537241309445469
ACY1	-0.4267018249320772	-0.05844928052727256	0.003464224396327539	0.13336462233756116	-0.0014147878956488765
ACY3	0.11819676868697608	0.013358002643993611	-0.004508424055504219	-0.08595344597912394	0.0003172014659944728
ACYP1	-0.11633465127915689	-0.011203744975822697	-0.008653639453917717	-0.02582040254535583	0.0007024058536272129
ACYP2	-0.2866604670466715	-0.009922898819964393	-0.00013988919955261296	-0.08977985385430241	-0.0017156274218357193
ADA	0.15337969244090438	0.05891285797307376	0.023517677719131918	-0.03244500058450015	-0.0025036550187806546
ADAD2	-0.3257366849613627	-0.04919596145917382	-0.014798130768093096	-0.04637648872470982	0.002968565248145016
ADAL	0.11197022742042706	0.04124488157356723	-0.020806270620449187	-0.10013845462881125	0.0017185316930136986
ADAM10	0.29111233332963204	0.03938569069136989	0.007437202796175921	-0.06876394024130277	-0.002428660807336951
ADAM11	0.26677299242926156	0.024023447931800408	-0.047572348850784735	-0.09713844517420676	-0.0012826524313019059
